wsi/bin/probs_map.py:54: UserWarning: volatile was removed and now has no effect. Use `with torch.no_grad():` instead.
  data = Variable(data.cuda(async=True), volatile=True)
INFO:root:2019-05-05 02:33:37, flip : NONE, rotate : NONE, batch : 1/7505, Run Time : 9.96
INFO:root:2019-05-05 02:33:37, flip : NONE, rotate : NONE, batch : 2/7505, Run Time : 0.21
INFO:root:2019-05-05 02:33:37, flip : NONE, rotate : NONE, batch : 3/7505, Run Time : 0.21
INFO:root:2019-05-05 02:33:38, flip : NONE, rotate : NONE, batch : 4/7505, Run Time : 0.25
INFO:root:2019-05-05 02:33:38, flip : NONE, rotate : NONE, batch : 5/7505, Run Time : 0.30
INFO:root:2019-05-05 02:33:39, flip : NONE, rotate : NONE, batch : 6/7505, Run Time : 0.97
INFO:root:2019-05-05 02:33:39, flip : NONE, rotate : NONE, batch : 7/7505, Run Time : 0.32
INFO:root:2019-05-05 02:33:40, flip : NONE, rotate : NONE, batch : 8/7505, Run Time : 0.34
INFO:root:2019-05-05 02:33:40, flip : NONE, rotate : NONE, batch : 9/7505, Run Time : 0.37
INFO:root:2019-05-05 02:33:40, flip : NONE, rotate : NONE, batch : 10/7505, Run Time : 0.37
INFO:root:2019-05-05 02:33:41, flip : NONE, rotate : NONE, batch : 11/7505, Run Time : 0.40
INFO:root:2019-05-05 02:33:41, flip : NONE, rotate : NONE, batch : 12/7505, Run Time : 0.45
INFO:root:2019-05-05 02:33:41, flip : NONE, rotate : NONE, batch : 13/7505, Run Time : 0.36
INFO:root:2019-05-05 02:33:42, flip : NONE, rotate : NONE, batch : 14/7505, Run Time : 0.37
INFO:root:2019-05-05 02:33:43, flip : NONE, rotate : NONE, batch : 15/7505, Run Time : 1.60
INFO:root:2019-05-05 02:33:44, flip : NONE, rotate : NONE, batch : 16/7505, Run Time : 0.29
INFO:root:2019-05-05 02:33:44, flip : NONE, rotate : NONE, batch : 17/7505, Run Time : 0.36
INFO:root:2019-05-05 02:33:44, flip : NONE, rotate : NONE, batch : 18/7505, Run Time : 0.37
INFO:root:2019-05-05 02:33:45, flip : NONE, rotate : NONE, batch : 19/7505, Run Time : 0.41
INFO:root:2019-05-05 02:33:45, flip : NONE, rotate : NONE, batch : 20/7505, Run Time : 0.36
INFO:root:2019-05-05 02:33:46, flip : NONE, rotate : NONE, batch : 21/7505, Run Time : 0.70
INFO:root:2019-05-05 02:33:48, flip : NONE, rotate : NONE, batch : 22/7505, Run Time : 1.87
INFO:root:2019-05-05 02:33:48, flip : NONE, rotate : NONE, batch : 23/7505, Run Time : 0.32
INFO:root:2019-05-05 02:33:49, flip : NONE, rotate : NONE, batch : 24/7505, Run Time : 0.72
INFO:root:2019-05-05 02:33:49, flip : NONE, rotate : NONE, batch : 25/7505, Run Time : 0.42
INFO:root:2019-05-05 02:33:50, flip : NONE, rotate : NONE, batch : 26/7505, Run Time : 0.35
INFO:root:2019-05-05 02:33:51, flip : NONE, rotate : NONE, batch : 27/7505, Run Time : 1.41
INFO:root:2019-05-05 02:33:51, flip : NONE, rotate : NONE, batch : 28/7505, Run Time : 0.35
INFO:root:2019-05-05 02:33:52, flip : NONE, rotate : NONE, batch : 29/7505, Run Time : 0.38
INFO:root:2019-05-05 02:33:52, flip : NONE, rotate : NONE, batch : 30/7505, Run Time : 0.66
INFO:root:2019-05-05 02:33:53, flip : NONE, rotate : NONE, batch : 31/7505, Run Time : 0.48
INFO:root:2019-05-05 02:33:54, flip : NONE, rotate : NONE, batch : 32/7505, Run Time : 0.95
INFO:root:2019-05-05 02:33:54, flip : NONE, rotate : NONE, batch : 33/7505, Run Time : 0.38
INFO:root:2019-05-05 02:33:55, flip : NONE, rotate : NONE, batch : 34/7505, Run Time : 0.36
INFO:root:2019-05-05 02:33:56, flip : NONE, rotate : NONE, batch : 35/7505, Run Time : 1.47
INFO:root:2019-05-05 02:33:56, flip : NONE, rotate : NONE, batch : 36/7505, Run Time : 0.29
INFO:root:2019-05-05 02:33:57, flip : NONE, rotate : NONE, batch : 37/7505, Run Time : 0.55
INFO:root:2019-05-05 02:33:57, flip : NONE, rotate : NONE, batch : 38/7505, Run Time : 0.37
INFO:root:2019-05-05 02:33:59, flip : NONE, rotate : NONE, batch : 39/7505, Run Time : 1.37
INFO:root:2019-05-05 02:33:59, flip : NONE, rotate : NONE, batch : 40/7505, Run Time : 0.31
INFO:root:2019-05-05 02:33:59, flip : NONE, rotate : NONE, batch : 41/7505, Run Time : 0.41
INFO:root:2019-05-05 02:34:00, flip : NONE, rotate : NONE, batch : 42/7505, Run Time : 0.56
INFO:root:2019-05-05 02:34:00, flip : NONE, rotate : NONE, batch : 43/7505, Run Time : 0.34
INFO:root:2019-05-05 02:34:01, flip : NONE, rotate : NONE, batch : 44/7505, Run Time : 0.37
INFO:root:2019-05-05 02:34:01, flip : NONE, rotate : NONE, batch : 45/7505, Run Time : 0.39
INFO:root:2019-05-05 02:34:01, flip : NONE, rotate : NONE, batch : 46/7505, Run Time : 0.37
INFO:root:2019-05-05 02:34:05, flip : NONE, rotate : NONE, batch : 47/7505, Run Time : 3.24
INFO:root:2019-05-05 02:34:05, flip : NONE, rotate : NONE, batch : 48/7505, Run Time : 0.30
INFO:root:2019-05-05 02:34:05, flip : NONE, rotate : NONE, batch : 49/7505, Run Time : 0.34
INFO:root:2019-05-05 02:34:06, flip : NONE, rotate : NONE, batch : 50/7505, Run Time : 0.34
INFO:root:2019-05-05 02:34:06, flip : NONE, rotate : NONE, batch : 51/7505, Run Time : 0.37
INFO:root:2019-05-05 02:34:07, flip : NONE, rotate : NONE, batch : 52/7505, Run Time : 1.36
INFO:root:2019-05-05 02:34:09, flip : NONE, rotate : NONE, batch : 53/7505, Run Time : 1.39
INFO:root:2019-05-05 02:34:09, flip : NONE, rotate : NONE, batch : 54/7505, Run Time : 0.66
INFO:root:2019-05-05 02:34:10, flip : NONE, rotate : NONE, batch : 55/7505, Run Time : 0.50
INFO:root:2019-05-05 02:34:10, flip : NONE, rotate : NONE, batch : 56/7505, Run Time : 0.30
INFO:root:2019-05-05 02:34:11, flip : NONE, rotate : NONE, batch : 57/7505, Run Time : 0.42
INFO:root:2019-05-05 02:34:11, flip : NONE, rotate : NONE, batch : 58/7505, Run Time : 0.36
INFO:root:2019-05-05 02:34:11, flip : NONE, rotate : NONE, batch : 59/7505, Run Time : 0.40
INFO:root:2019-05-05 02:34:12, flip : NONE, rotate : NONE, batch : 60/7505, Run Time : 0.66
INFO:root:2019-05-05 02:34:12, flip : NONE, rotate : NONE, batch : 61/7505, Run Time : 0.33
INFO:root:2019-05-05 02:34:16, flip : NONE, rotate : NONE, batch : 62/7505, Run Time : 3.32
INFO:root:2019-05-05 02:34:16, flip : NONE, rotate : NONE, batch : 63/7505, Run Time : 0.38
INFO:root:2019-05-05 02:34:16, flip : NONE, rotate : NONE, batch : 64/7505, Run Time : 0.39
INFO:root:2019-05-05 02:34:17, flip : NONE, rotate : NONE, batch : 65/7505, Run Time : 0.33
INFO:root:2019-05-05 02:34:17, flip : NONE, rotate : NONE, batch : 66/7505, Run Time : 0.41
INFO:root:2019-05-05 02:34:18, flip : NONE, rotate : NONE, batch : 67/7505, Run Time : 0.55
INFO:root:2019-05-05 02:34:18, flip : NONE, rotate : NONE, batch : 68/7505, Run Time : 0.37
INFO:root:2019-05-05 02:34:18, flip : NONE, rotate : NONE, batch : 69/7505, Run Time : 0.35
INFO:root:2019-05-05 02:34:19, flip : NONE, rotate : NONE, batch : 70/7505, Run Time : 0.87
INFO:root:2019-05-05 02:34:20, flip : NONE, rotate : NONE, batch : 71/7505, Run Time : 0.34
INFO:root:2019-05-05 02:34:20, flip : NONE, rotate : NONE, batch : 72/7505, Run Time : 0.37
INFO:root:2019-05-05 02:34:21, flip : NONE, rotate : NONE, batch : 73/7505, Run Time : 0.48
INFO:root:2019-05-05 02:34:21, flip : NONE, rotate : NONE, batch : 74/7505, Run Time : 0.34
INFO:root:2019-05-05 02:34:21, flip : NONE, rotate : NONE, batch : 75/7505, Run Time : 0.52
INFO:root:2019-05-05 02:34:22, flip : NONE, rotate : NONE, batch : 76/7505, Run Time : 0.41
INFO:root:2019-05-05 02:34:23, flip : NONE, rotate : NONE, batch : 77/7505, Run Time : 1.52
INFO:root:2019-05-05 02:34:24, flip : NONE, rotate : NONE, batch : 78/7505, Run Time : 0.35
INFO:root:2019-05-05 02:34:24, flip : NONE, rotate : NONE, batch : 79/7505, Run Time : 0.37
INFO:root:2019-05-05 02:34:25, flip : NONE, rotate : NONE, batch : 80/7505, Run Time : 0.45
INFO:root:2019-05-05 02:34:25, flip : NONE, rotate : NONE, batch : 81/7505, Run Time : 0.50
INFO:root:2019-05-05 02:34:27, flip : NONE, rotate : NONE, batch : 82/7505, Run Time : 1.92
INFO:root:2019-05-05 02:34:27, flip : NONE, rotate : NONE, batch : 83/7505, Run Time : 0.31
INFO:root:2019-05-05 02:34:28, flip : NONE, rotate : NONE, batch : 84/7505, Run Time : 0.35
INFO:root:2019-05-05 02:34:28, flip : NONE, rotate : NONE, batch : 85/7505, Run Time : 0.38
INFO:root:2019-05-05 02:34:28, flip : NONE, rotate : NONE, batch : 86/7505, Run Time : 0.35
INFO:root:2019-05-05 02:34:30, flip : NONE, rotate : NONE, batch : 87/7505, Run Time : 1.71
INFO:root:2019-05-05 02:34:30, flip : NONE, rotate : NONE, batch : 88/7505, Run Time : 0.31
INFO:root:2019-05-05 02:34:31, flip : NONE, rotate : NONE, batch : 89/7505, Run Time : 0.47
INFO:root:2019-05-05 02:34:31, flip : NONE, rotate : NONE, batch : 90/7505, Run Time : 0.45
INFO:root:2019-05-05 02:34:32, flip : NONE, rotate : NONE, batch : 91/7505, Run Time : 0.53
INFO:root:2019-05-05 02:34:34, flip : NONE, rotate : NONE, batch : 92/7505, Run Time : 1.99
INFO:root:2019-05-05 02:34:34, flip : NONE, rotate : NONE, batch : 93/7505, Run Time : 0.37
INFO:root:2019-05-05 02:34:34, flip : NONE, rotate : NONE, batch : 94/7505, Run Time : 0.35
INFO:root:2019-05-05 02:34:35, flip : NONE, rotate : NONE, batch : 95/7505, Run Time : 0.37
INFO:root:2019-05-05 02:34:35, flip : NONE, rotate : NONE, batch : 96/7505, Run Time : 0.43
INFO:root:2019-05-05 02:34:39, flip : NONE, rotate : NONE, batch : 97/7505, Run Time : 3.29
INFO:root:2019-05-05 02:34:39, flip : NONE, rotate : NONE, batch : 98/7505, Run Time : 0.36
INFO:root:2019-05-05 02:34:39, flip : NONE, rotate : NONE, batch : 99/7505, Run Time : 0.35
INFO:root:2019-05-05 02:34:40, flip : NONE, rotate : NONE, batch : 100/7505, Run Time : 0.34
INFO:root:2019-05-05 02:34:40, flip : NONE, rotate : NONE, batch : 101/7505, Run Time : 0.39
INFO:root:2019-05-05 02:34:41, flip : NONE, rotate : NONE, batch : 102/7505, Run Time : 0.52
INFO:root:2019-05-05 02:34:41, flip : NONE, rotate : NONE, batch : 103/7505, Run Time : 0.35
INFO:root:2019-05-05 02:34:41, flip : NONE, rotate : NONE, batch : 104/7505, Run Time : 0.37
INFO:root:2019-05-05 02:34:42, flip : NONE, rotate : NONE, batch : 105/7505, Run Time : 0.54
INFO:root:2019-05-05 02:34:42, flip : NONE, rotate : NONE, batch : 106/7505, Run Time : 0.45
