INFO:root:2019-05-10 22:51:48, Epoch : 1, Step : 1, Training Loss : 0.93996, Training Acc : 0.172, Run Time : 22.75
INFO:root:2019-05-10 22:51:48, Epoch : 1, Step : 2, Training Loss : 0.84703, Training Acc : 0.211, Run Time : 0.63
INFO:root:2019-05-10 22:51:49, Epoch : 1, Step : 3, Training Loss : 0.75227, Training Acc : 0.294, Run Time : 0.44
INFO:root:2019-05-10 22:51:49, Epoch : 1, Step : 4, Training Loss : 0.64869, Training Acc : 0.644, Run Time : 0.47
INFO:root:2019-05-10 22:51:57, Epoch : 1, Step : 5, Training Loss : 0.55475, Training Acc : 0.717, Run Time : 7.58
INFO:root:2019-05-10 22:51:58, Epoch : 1, Step : 6, Training Loss : 0.61785, Training Acc : 0.700, Run Time : 0.54
INFO:root:2019-05-10 22:51:58, Epoch : 1, Step : 7, Training Loss : 0.56170, Training Acc : 0.706, Run Time : 0.45
INFO:root:2019-05-10 22:52:08, Epoch : 1, Step : 8, Training Loss : 0.64516, Training Acc : 0.689, Run Time : 10.32
INFO:root:2019-05-10 22:52:09, Epoch : 1, Step : 9, Training Loss : 0.67512, Training Acc : 0.678, Run Time : 0.97
INFO:root:2019-05-10 22:52:11, Epoch : 1, Step : 10, Training Loss : 0.61059, Training Acc : 0.689, Run Time : 1.59
INFO:root:2019-05-10 22:52:20, Epoch : 1, Step : 11, Training Loss : 0.68702, Training Acc : 0.728, Run Time : 9.34
INFO:root:2019-05-10 22:52:21, Epoch : 1, Step : 12, Training Loss : 0.74867, Training Acc : 0.661, Run Time : 0.54
INFO:root:2019-05-10 22:52:22, Epoch : 1, Step : 13, Training Loss : 0.70946, Training Acc : 0.644, Run Time : 1.15
INFO:root:2019-05-10 22:52:30, Epoch : 1, Step : 14, Training Loss : 0.74475, Training Acc : 0.622, Run Time : 7.83
INFO:root:2019-05-10 22:52:30, Epoch : 1, Step : 15, Training Loss : 0.72348, Training Acc : 0.594, Run Time : 0.40
INFO:root:2019-05-10 22:52:31, Epoch : 1, Step : 16, Training Loss : 0.64423, Training Acc : 0.611, Run Time : 1.01
INFO:root:2019-05-10 22:52:34, Epoch : 1, Step : 17, Training Loss : 0.66292, Training Acc : 0.561, Run Time : 2.70
INFO:root:2019-05-10 22:52:39, Epoch : 1, Step : 18, Training Loss : 0.57348, Training Acc : 0.639, Run Time : 5.43
INFO:root:2019-05-10 22:52:40, Epoch : 1, Step : 19, Training Loss : 0.58845, Training Acc : 0.544, Run Time : 0.44
INFO:root:2019-05-10 22:52:40, Epoch : 1, Step : 20, Training Loss : 0.59769, Training Acc : 0.683, Run Time : 0.48
INFO:root:2019-05-10 22:52:46, Epoch : 1, Step : 21, Training Loss : 0.66822, Training Acc : 0.650, Run Time : 6.08
INFO:root:2019-05-10 22:52:47, Epoch : 1, Step : 22, Training Loss : 0.59764, Training Acc : 0.622, Run Time : 0.42
INFO:root:2019-05-10 22:52:47, Epoch : 1, Step : 23, Training Loss : 0.61589, Training Acc : 0.594, Run Time : 0.43
INFO:root:2019-05-10 22:52:47, Epoch : 1, Step : 24, Training Loss : 0.70065, Training Acc : 0.533, Run Time : 0.37
INFO:root:2019-05-10 22:52:48, Epoch : 1, Step : 25, Training Loss : 0.66568, Training Acc : 0.556, Run Time : 0.75
INFO:root:2019-05-10 22:52:57, Epoch : 1, Step : 26, Training Loss : 0.70001, Training Acc : 0.556, Run Time : 8.30
INFO:root:2019-05-10 22:52:57, Epoch : 1, Step : 27, Training Loss : 0.69519, Training Acc : 0.578, Run Time : 0.62
INFO:root:2019-05-10 22:52:58, Epoch : 1, Step : 28, Training Loss : 0.61183, Training Acc : 0.644, Run Time : 0.50
INFO:root:2019-05-10 22:53:05, Epoch : 1, Step : 29, Training Loss : 0.63887, Training Acc : 0.617, Run Time : 7.54
INFO:root:2019-05-10 22:53:06, Epoch : 1, Step : 30, Training Loss : 0.58586, Training Acc : 0.672, Run Time : 0.43
INFO:root:2019-05-10 22:53:06, Epoch : 1, Step : 31, Training Loss : 0.53233, Training Acc : 0.789, Run Time : 0.42
INFO:root:2019-05-10 22:53:07, Epoch : 1, Step : 32, Training Loss : 0.50294, Training Acc : 0.794, Run Time : 0.55
INFO:root:2019-05-10 22:53:09, Epoch : 1, Step : 33, Training Loss : 0.47875, Training Acc : 0.850, Run Time : 2.24
INFO:root:2019-05-10 22:53:09, Epoch : 1, Step : 34, Training Loss : 0.61418, Training Acc : 0.622, Run Time : 0.40
INFO:root:2019-05-10 22:53:10, Epoch : 1, Step : 35, Training Loss : 0.51052, Training Acc : 0.806, Run Time : 0.37
INFO:root:2019-05-10 22:53:11, Epoch : 1, Step : 36, Training Loss : 0.49617, Training Acc : 0.761, Run Time : 1.83
INFO:root:2019-05-10 22:53:21, Epoch : 1, Step : 37, Training Loss : 0.47871, Training Acc : 0.822, Run Time : 9.32
INFO:root:2019-05-10 22:53:21, Epoch : 1, Step : 38, Training Loss : 0.48059, Training Acc : 0.744, Run Time : 0.41
INFO:root:2019-05-10 22:53:22, Epoch : 1, Step : 39, Training Loss : 0.45811, Training Acc : 0.761, Run Time : 0.37
INFO:root:2019-05-10 22:53:23, Epoch : 1, Step : 40, Training Loss : 0.44841, Training Acc : 0.833, Run Time : 1.52
INFO:root:2019-05-10 22:53:30, Epoch : 1, Step : 41, Training Loss : 0.42843, Training Acc : 0.822, Run Time : 6.72
INFO:root:2019-05-10 22:53:30, Epoch : 1, Step : 42, Training Loss : 0.42685, Training Acc : 0.861, Run Time : 0.40
INFO:root:2019-05-10 22:53:31, Epoch : 1, Step : 43, Training Loss : 0.42213, Training Acc : 0.839, Run Time : 1.09
INFO:root:2019-05-10 22:53:34, Epoch : 1, Step : 44, Training Loss : 0.43163, Training Acc : 0.867, Run Time : 3.23
INFO:root:2019-05-10 22:53:36, Epoch : 1, Step : 45, Training Loss : 0.46792, Training Acc : 0.828, Run Time : 1.12
INFO:root:2019-05-10 22:53:36, Epoch : 1, Step : 46, Training Loss : 0.38688, Training Acc : 0.894, Run Time : 0.37
INFO:root:2019-05-10 22:53:37, Epoch : 1, Step : 47, Training Loss : 0.42503, Training Acc : 0.800, Run Time : 0.61
INFO:root:2019-05-10 22:53:37, Epoch : 1, Step : 48, Training Loss : 0.42526, Training Acc : 0.861, Run Time : 0.41
INFO:root:2019-05-10 22:53:37, Epoch : 1, Step : 49, Training Loss : 0.37052, Training Acc : 0.878, Run Time : 0.43
INFO:root:2019-05-10 22:53:44, Epoch : 1, Step : 50, Training Loss : 0.40518, Training Acc : 0.867, Run Time : 7.01
INFO:root:2019-05-10 22:53:45, Epoch : 1, Step : 51, Training Loss : 0.37012, Training Acc : 0.844, Run Time : 0.64
INFO:root:2019-05-10 22:53:47, Epoch : 1, Step : 52, Training Loss : 0.39254, Training Acc : 0.878, Run Time : 1.75
INFO:root:2019-05-10 22:53:56, Epoch : 1, Step : 53, Training Loss : 0.39115, Training Acc : 0.828, Run Time : 8.92
INFO:root:2019-05-10 22:53:56, Epoch : 1, Step : 54, Training Loss : 0.38933, Training Acc : 0.806, Run Time : 0.45
INFO:root:2019-05-10 22:53:57, Epoch : 1, Step : 55, Training Loss : 0.59253, Training Acc : 0.672, Run Time : 0.37
INFO:root:2019-05-10 22:53:57, Epoch : 1, Step : 56, Training Loss : 1.14415, Training Acc : 0.461, Run Time : 0.38
INFO:root:2019-05-10 22:53:58, Epoch : 1, Step : 57, Training Loss : 1.13793, Training Acc : 0.383, Run Time : 0.63
INFO:root:2019-05-10 22:54:04, Epoch : 1, Step : 58, Training Loss : 1.06953, Training Acc : 0.533, Run Time : 6.63
INFO:root:2019-05-10 22:54:06, Epoch : 1, Step : 59, Training Loss : 0.78354, Training Acc : 0.578, Run Time : 1.51
INFO:root:2019-05-10 22:54:14, Epoch : 1, Step : 60, Training Loss : 0.45405, Training Acc : 0.794, Run Time : 8.41
INFO:root:2019-05-10 22:54:15, Epoch : 1, Step : 61, Training Loss : 0.50308, Training Acc : 0.789, Run Time : 0.88
INFO:root:2019-05-10 22:54:23, Epoch : 1, Step : 62, Training Loss : 0.52382, Training Acc : 0.711, Run Time : 7.66
INFO:root:2019-05-10 22:54:24, Epoch : 1, Step : 63, Training Loss : 0.59677, Training Acc : 0.650, Run Time : 0.94
INFO:root:2019-05-10 22:54:24, Epoch : 1, Step : 64, Training Loss : 0.61107, Training Acc : 0.639, Run Time : 0.40
INFO:root:2019-05-10 22:54:25, Epoch : 1, Step : 65, Training Loss : 0.50651, Training Acc : 0.783, Run Time : 0.92
