INFO:root:2019-05-12 01:42:45, Epoch : 1, Step : 1, Training Loss : 0.93996, Training Acc : 0.172, Run Time : 26.57
INFO:root:2019-05-12 01:42:46, Epoch : 1, Step : 2, Training Loss : 0.84703, Training Acc : 0.211, Run Time : 0.82
INFO:root:2019-05-12 01:42:47, Epoch : 1, Step : 3, Training Loss : 0.73432, Training Acc : 0.394, Run Time : 0.67
INFO:root:2019-05-12 01:42:52, Epoch : 1, Step : 4, Training Loss : 0.60122, Training Acc : 0.722, Run Time : 4.96
INFO:root:2019-05-12 01:42:53, Epoch : 1, Step : 5, Training Loss : 0.57824, Training Acc : 0.706, Run Time : 0.67
INFO:root:2019-05-12 01:42:54, Epoch : 1, Step : 6, Training Loss : 0.58382, Training Acc : 0.700, Run Time : 1.18
INFO:root:2019-05-12 01:43:00, Epoch : 1, Step : 7, Training Loss : 0.55234, Training Acc : 0.706, Run Time : 6.64
INFO:root:2019-05-12 01:43:01, Epoch : 1, Step : 8, Training Loss : 0.74116, Training Acc : 0.689, Run Time : 0.50
INFO:root:2019-05-12 01:43:04, Epoch : 1, Step : 9, Training Loss : 0.65254, Training Acc : 0.678, Run Time : 2.68
INFO:root:2019-05-12 01:43:09, Epoch : 1, Step : 10, Training Loss : 0.68249, Training Acc : 0.689, Run Time : 5.45
INFO:root:2019-05-12 01:43:09, Epoch : 1, Step : 11, Training Loss : 0.57837, Training Acc : 0.728, Run Time : 0.43
INFO:root:2019-05-12 01:43:11, Epoch : 1, Step : 12, Training Loss : 0.77957, Training Acc : 0.661, Run Time : 1.28
INFO:root:2019-05-12 01:43:15, Epoch : 1, Step : 13, Training Loss : 0.67086, Training Acc : 0.644, Run Time : 4.18
INFO:root:2019-05-12 01:43:16, Epoch : 1, Step : 14, Training Loss : 0.74612, Training Acc : 0.622, Run Time : 0.64
INFO:root:2019-05-12 01:43:21, Epoch : 1, Step : 15, Training Loss : 0.72114, Training Acc : 0.594, Run Time : 5.21
INFO:root:2019-05-12 01:43:21, Epoch : 1, Step : 16, Training Loss : 0.68553, Training Acc : 0.611, Run Time : 0.62
INFO:root:2019-05-12 01:43:22, Epoch : 1, Step : 17, Training Loss : 0.78511, Training Acc : 0.561, Run Time : 0.66
INFO:root:2019-05-12 01:43:23, Epoch : 1, Step : 18, Training Loss : 0.61612, Training Acc : 0.639, Run Time : 0.70
INFO:root:2019-05-12 01:43:28, Epoch : 1, Step : 19, Training Loss : 0.57910, Training Acc : 0.600, Run Time : 5.01
INFO:root:2019-05-12 01:43:28, Epoch : 1, Step : 20, Training Loss : 0.63024, Training Acc : 0.633, Run Time : 0.64
INFO:root:2019-05-12 01:43:29, Epoch : 1, Step : 21, Training Loss : 0.53351, Training Acc : 0.794, Run Time : 0.56
INFO:root:2019-05-12 01:43:36, Epoch : 1, Step : 22, Training Loss : 0.58583, Training Acc : 0.722, Run Time : 7.10
INFO:root:2019-05-12 01:43:37, Epoch : 1, Step : 23, Training Loss : 0.67558, Training Acc : 0.539, Run Time : 0.62
INFO:root:2019-05-12 01:43:39, Epoch : 1, Step : 24, Training Loss : 0.64797, Training Acc : 0.606, Run Time : 2.21
INFO:root:2019-05-12 01:43:44, Epoch : 1, Step : 25, Training Loss : 0.61384, Training Acc : 0.678, Run Time : 4.82
INFO:root:2019-05-12 01:43:44, Epoch : 1, Step : 26, Training Loss : 0.66778, Training Acc : 0.617, Run Time : 0.63
INFO:root:2019-05-12 01:43:46, Epoch : 1, Step : 27, Training Loss : 0.61903, Training Acc : 0.656, Run Time : 1.77
INFO:root:2019-05-12 01:43:47, Epoch : 1, Step : 28, Training Loss : 0.59624, Training Acc : 0.700, Run Time : 0.63
INFO:root:2019-05-12 01:43:49, Epoch : 1, Step : 29, Training Loss : 0.63011, Training Acc : 0.650, Run Time : 2.50
INFO:root:2019-05-12 01:43:52, Epoch : 1, Step : 30, Training Loss : 0.54542, Training Acc : 0.706, Run Time : 2.79
INFO:root:2019-05-12 01:43:53, Epoch : 1, Step : 31, Training Loss : 0.55391, Training Acc : 0.672, Run Time : 0.61
INFO:root:2019-05-12 01:43:58, Epoch : 1, Step : 32, Training Loss : 0.51748, Training Acc : 0.822, Run Time : 5.86
INFO:root:2019-05-12 01:43:59, Epoch : 1, Step : 33, Training Loss : 0.49572, Training Acc : 0.822, Run Time : 0.56
INFO:root:2019-05-12 01:44:08, Epoch : 1, Step : 34, Training Loss : 0.54405, Training Acc : 0.728, Run Time : 8.55
INFO:root:2019-05-12 01:44:08, Epoch : 1, Step : 35, Training Loss : 0.52191, Training Acc : 0.789, Run Time : 0.47
INFO:root:2019-05-12 01:44:09, Epoch : 1, Step : 36, Training Loss : 0.43508, Training Acc : 0.878, Run Time : 1.35
INFO:root:2019-05-12 01:44:13, Epoch : 1, Step : 37, Training Loss : 0.54809, Training Acc : 0.678, Run Time : 3.71
INFO:root:2019-05-12 01:44:14, Epoch : 1, Step : 38, Training Loss : 0.48834, Training Acc : 0.778, Run Time : 0.58
INFO:root:2019-05-12 01:44:16, Epoch : 1, Step : 39, Training Loss : 0.41562, Training Acc : 0.867, Run Time : 2.63
INFO:root:2019-05-12 01:44:17, Epoch : 1, Step : 40, Training Loss : 0.44401, Training Acc : 0.833, Run Time : 0.78
INFO:root:2019-05-12 01:44:18, Epoch : 1, Step : 41, Training Loss : 0.47143, Training Acc : 0.800, Run Time : 1.03
INFO:root:2019-05-12 01:44:25, Epoch : 1, Step : 42, Training Loss : 0.43226, Training Acc : 0.833, Run Time : 6.66
INFO:root:2019-05-12 01:44:25, Epoch : 1, Step : 43, Training Loss : 0.56389, Training Acc : 0.694, Run Time : 0.68
INFO:root:2019-05-12 01:44:27, Epoch : 1, Step : 44, Training Loss : 0.50048, Training Acc : 0.794, Run Time : 1.23
INFO:root:2019-05-12 01:44:32, Epoch : 1, Step : 45, Training Loss : 0.54128, Training Acc : 0.739, Run Time : 5.44
INFO:root:2019-05-12 01:44:33, Epoch : 1, Step : 46, Training Loss : 0.41165, Training Acc : 0.911, Run Time : 0.72
