wsi/bin/probs_map.py:54: UserWarning: volatile was removed and now has no effect. Use `with torch.no_grad():` instead.
  data = Variable(data.cuda(async=True), volatile=True)
INFO:root:2019-05-05 02:04:19, flip : NONE, rotate : NONE, batch : 1/321, Run Time : 8.47
INFO:root:2019-05-05 02:04:19, flip : NONE, rotate : NONE, batch : 2/321, Run Time : 0.28
INFO:root:2019-05-05 02:04:19, flip : NONE, rotate : NONE, batch : 3/321, Run Time : 0.26
INFO:root:2019-05-05 02:04:20, flip : NONE, rotate : NONE, batch : 4/321, Run Time : 0.25
INFO:root:2019-05-05 02:04:20, flip : NONE, rotate : NONE, batch : 5/321, Run Time : 0.31
INFO:root:2019-05-05 02:04:22, flip : NONE, rotate : NONE, batch : 6/321, Run Time : 1.69
INFO:root:2019-05-05 02:04:22, flip : NONE, rotate : NONE, batch : 7/321, Run Time : 0.62
INFO:root:2019-05-05 02:04:22, flip : NONE, rotate : NONE, batch : 8/321, Run Time : 0.34
INFO:root:2019-05-05 02:04:23, flip : NONE, rotate : NONE, batch : 9/321, Run Time : 0.21
INFO:root:2019-05-05 02:04:23, flip : NONE, rotate : NONE, batch : 10/321, Run Time : 0.33
INFO:root:2019-05-05 02:04:23, flip : NONE, rotate : NONE, batch : 11/321, Run Time : 0.26
INFO:root:2019-05-05 02:04:23, flip : NONE, rotate : NONE, batch : 12/321, Run Time : 0.19
INFO:root:2019-05-05 02:04:24, flip : NONE, rotate : NONE, batch : 13/321, Run Time : 0.20
INFO:root:2019-05-05 02:04:24, flip : NONE, rotate : NONE, batch : 14/321, Run Time : 0.23
INFO:root:2019-05-05 02:04:24, flip : NONE, rotate : NONE, batch : 15/321, Run Time : 0.28
INFO:root:2019-05-05 02:04:25, flip : NONE, rotate : NONE, batch : 16/321, Run Time : 0.35
INFO:root:2019-05-05 02:04:26, flip : NONE, rotate : NONE, batch : 17/321, Run Time : 1.91
INFO:root:2019-05-05 02:04:27, flip : NONE, rotate : NONE, batch : 18/321, Run Time : 0.63
INFO:root:2019-05-05 02:04:27, flip : NONE, rotate : NONE, batch : 19/321, Run Time : 0.24
INFO:root:2019-05-05 02:04:27, flip : NONE, rotate : NONE, batch : 20/321, Run Time : 0.16
INFO:root:2019-05-05 02:04:29, flip : NONE, rotate : NONE, batch : 21/321, Run Time : 1.74
INFO:root:2019-05-05 02:04:37, flip : NONE, rotate : NONE, batch : 22/321, Run Time : 7.45
INFO:root:2019-05-05 02:04:37, flip : NONE, rotate : NONE, batch : 23/321, Run Time : 0.22
INFO:root:2019-05-05 02:04:37, flip : NONE, rotate : NONE, batch : 24/321, Run Time : 0.22
INFO:root:2019-05-05 02:04:37, flip : NONE, rotate : NONE, batch : 25/321, Run Time : 0.28
INFO:root:2019-05-05 02:04:38, flip : NONE, rotate : NONE, batch : 26/321, Run Time : 0.32
