wsi/bin/probs_map.py:54: UserWarning: volatile was removed and now has no effect. Use `with torch.no_grad():` instead.
  data = Variable(data.cuda(async=True), volatile=True)
INFO:root:2019-05-05 02:08:18, flip : NONE, rotate : NONE, batch : 1/6553, Run Time : 12.17
INFO:root:2019-05-05 02:08:18, flip : NONE, rotate : NONE, batch : 2/6553, Run Time : 0.20
INFO:root:2019-05-05 02:08:18, flip : NONE, rotate : NONE, batch : 3/6553, Run Time : 0.23
INFO:root:2019-05-05 02:08:18, flip : NONE, rotate : NONE, batch : 4/6553, Run Time : 0.31
INFO:root:2019-05-05 02:08:19, flip : NONE, rotate : NONE, batch : 5/6553, Run Time : 0.41
INFO:root:2019-05-05 02:08:20, flip : NONE, rotate : NONE, batch : 6/6553, Run Time : 1.39
INFO:root:2019-05-05 02:08:20, flip : NONE, rotate : NONE, batch : 7/6553, Run Time : 0.41
INFO:root:2019-05-05 02:08:21, flip : NONE, rotate : NONE, batch : 8/6553, Run Time : 0.40
INFO:root:2019-05-05 02:08:21, flip : NONE, rotate : NONE, batch : 9/6553, Run Time : 0.42
INFO:root:2019-05-05 02:08:23, flip : NONE, rotate : NONE, batch : 10/6553, Run Time : 1.50
INFO:root:2019-05-05 02:08:23, flip : NONE, rotate : NONE, batch : 11/6553, Run Time : 0.49
INFO:root:2019-05-05 02:08:24, flip : NONE, rotate : NONE, batch : 12/6553, Run Time : 0.45
INFO:root:2019-05-05 02:08:24, flip : NONE, rotate : NONE, batch : 13/6553, Run Time : 0.76
INFO:root:2019-05-05 02:08:25, flip : NONE, rotate : NONE, batch : 14/6553, Run Time : 0.84
INFO:root:2019-05-05 02:08:26, flip : NONE, rotate : NONE, batch : 15/6553, Run Time : 0.41
INFO:root:2019-05-05 02:08:27, flip : NONE, rotate : NONE, batch : 16/6553, Run Time : 1.16
INFO:root:2019-05-05 02:08:27, flip : NONE, rotate : NONE, batch : 17/6553, Run Time : 0.46
INFO:root:2019-05-05 02:08:28, flip : NONE, rotate : NONE, batch : 18/6553, Run Time : 0.37
INFO:root:2019-05-05 02:08:29, flip : NONE, rotate : NONE, batch : 19/6553, Run Time : 0.87
INFO:root:2019-05-05 02:08:29, flip : NONE, rotate : NONE, batch : 20/6553, Run Time : 0.85
