wsi/bin/probs_map.py:54: UserWarning: volatile was removed and now has no effect. Use `with torch.no_grad():` instead.
  data = Variable(data.cuda(async=True), volatile=True)
INFO:root:2019-05-05 02:04:19, flip : NONE, rotate : NONE, batch : 1/1574, Run Time : 9.73
INFO:root:2019-05-05 02:04:19, flip : NONE, rotate : NONE, batch : 2/1574, Run Time : 0.23
INFO:root:2019-05-05 02:04:19, flip : NONE, rotate : NONE, batch : 3/1574, Run Time : 0.25
INFO:root:2019-05-05 02:04:20, flip : NONE, rotate : NONE, batch : 4/1574, Run Time : 0.32
INFO:root:2019-05-05 02:04:20, flip : NONE, rotate : NONE, batch : 5/1574, Run Time : 0.32
INFO:root:2019-05-05 02:04:20, flip : NONE, rotate : NONE, batch : 6/1574, Run Time : 0.36
INFO:root:2019-05-05 02:04:22, flip : NONE, rotate : NONE, batch : 7/1574, Run Time : 1.67
INFO:root:2019-05-05 02:04:22, flip : NONE, rotate : NONE, batch : 8/1574, Run Time : 0.42
INFO:root:2019-05-05 02:04:23, flip : NONE, rotate : NONE, batch : 9/1574, Run Time : 0.34
INFO:root:2019-05-05 02:04:23, flip : NONE, rotate : NONE, batch : 10/1574, Run Time : 0.39
INFO:root:2019-05-05 02:04:23, flip : NONE, rotate : NONE, batch : 11/1574, Run Time : 0.37
INFO:root:2019-05-05 02:04:24, flip : NONE, rotate : NONE, batch : 12/1574, Run Time : 0.42
INFO:root:2019-05-05 02:04:27, flip : NONE, rotate : NONE, batch : 13/1574, Run Time : 3.52
INFO:root:2019-05-05 02:04:28, flip : NONE, rotate : NONE, batch : 14/1574, Run Time : 0.23
INFO:root:2019-05-05 02:04:28, flip : NONE, rotate : NONE, batch : 15/1574, Run Time : 0.34
INFO:root:2019-05-05 02:04:28, flip : NONE, rotate : NONE, batch : 16/1574, Run Time : 0.41
INFO:root:2019-05-05 02:04:29, flip : NONE, rotate : NONE, batch : 17/1574, Run Time : 0.38
INFO:root:2019-05-05 02:04:29, flip : NONE, rotate : NONE, batch : 18/1574, Run Time : 0.38
INFO:root:2019-05-05 02:04:30, flip : NONE, rotate : NONE, batch : 19/1574, Run Time : 0.68
INFO:root:2019-05-05 02:04:30, flip : NONE, rotate : NONE, batch : 20/1574, Run Time : 0.35
INFO:root:2019-05-05 02:04:31, flip : NONE, rotate : NONE, batch : 21/1574, Run Time : 1.00
INFO:root:2019-05-05 02:04:32, flip : NONE, rotate : NONE, batch : 22/1574, Run Time : 0.41
INFO:root:2019-05-05 02:04:32, flip : NONE, rotate : NONE, batch : 23/1574, Run Time : 0.40
INFO:root:2019-05-05 02:04:32, flip : NONE, rotate : NONE, batch : 24/1574, Run Time : 0.35
INFO:root:2019-05-05 02:04:33, flip : NONE, rotate : NONE, batch : 25/1574, Run Time : 0.41
INFO:root:2019-05-05 02:04:33, flip : NONE, rotate : NONE, batch : 26/1574, Run Time : 0.38
INFO:root:2019-05-05 02:04:34, flip : NONE, rotate : NONE, batch : 27/1574, Run Time : 1.10
INFO:root:2019-05-05 02:04:35, flip : NONE, rotate : NONE, batch : 28/1574, Run Time : 0.80
INFO:root:2019-05-05 02:04:36, flip : NONE, rotate : NONE, batch : 29/1574, Run Time : 0.95
INFO:root:2019-05-05 02:04:36, flip : NONE, rotate : NONE, batch : 30/1574, Run Time : 0.44
INFO:root:2019-05-05 02:04:37, flip : NONE, rotate : NONE, batch : 31/1574, Run Time : 0.40
INFO:root:2019-05-05 02:04:39, flip : NONE, rotate : NONE, batch : 32/1574, Run Time : 1.99
INFO:root:2019-05-05 02:04:42, flip : NONE, rotate : NONE, batch : 33/1574, Run Time : 3.40
INFO:root:2019-05-05 02:04:42, flip : NONE, rotate : NONE, batch : 34/1574, Run Time : 0.33
INFO:root:2019-05-05 02:04:43, flip : NONE, rotate : NONE, batch : 35/1574, Run Time : 0.42
INFO:root:2019-05-05 02:04:43, flip : NONE, rotate : NONE, batch : 36/1574, Run Time : 0.38
INFO:root:2019-05-05 02:04:44, flip : NONE, rotate : NONE, batch : 37/1574, Run Time : 1.02
INFO:root:2019-05-05 02:04:45, flip : NONE, rotate : NONE, batch : 38/1574, Run Time : 0.59
INFO:root:2019-05-05 02:04:45, flip : NONE, rotate : NONE, batch : 39/1574, Run Time : 0.39
INFO:root:2019-05-05 02:04:46, flip : NONE, rotate : NONE, batch : 40/1574, Run Time : 0.95
INFO:root:2019-05-05 02:04:47, flip : NONE, rotate : NONE, batch : 41/1574, Run Time : 0.38
INFO:root:2019-05-05 02:04:47, flip : NONE, rotate : NONE, batch : 42/1574, Run Time : 0.42
INFO:root:2019-05-05 02:04:49, flip : NONE, rotate : NONE, batch : 43/1574, Run Time : 1.59
INFO:root:2019-05-05 02:04:49, flip : NONE, rotate : NONE, batch : 44/1574, Run Time : 0.49
INFO:root:2019-05-05 02:04:52, flip : NONE, rotate : NONE, batch : 45/1574, Run Time : 2.63
INFO:root:2019-05-05 02:04:52, flip : NONE, rotate : NONE, batch : 46/1574, Run Time : 0.38
