wsi/bin/probs_map.py:54: UserWarning: volatile was removed and now has no effect. Use `with torch.no_grad():` instead.
  data = Variable(data.cuda(async=True), volatile=True)
INFO:root:2019-05-05 02:04:54, flip : NONE, rotate : NONE, batch : 1/6020, Run Time : 10.53
INFO:root:2019-05-05 02:04:54, flip : NONE, rotate : NONE, batch : 2/6020, Run Time : 0.49
INFO:root:2019-05-05 02:04:55, flip : NONE, rotate : NONE, batch : 3/6020, Run Time : 0.58
INFO:root:2019-05-05 02:05:00, flip : NONE, rotate : NONE, batch : 4/6020, Run Time : 5.39
INFO:root:2019-05-05 02:05:01, flip : NONE, rotate : NONE, batch : 5/6020, Run Time : 0.43
INFO:root:2019-05-05 02:05:01, flip : NONE, rotate : NONE, batch : 6/6020, Run Time : 0.46
INFO:root:2019-05-05 02:05:02, flip : NONE, rotate : NONE, batch : 7/6020, Run Time : 0.63
INFO:root:2019-05-05 02:05:02, flip : NONE, rotate : NONE, batch : 8/6020, Run Time : 0.53
INFO:root:2019-05-05 02:05:04, flip : NONE, rotate : NONE, batch : 9/6020, Run Time : 1.28
INFO:root:2019-05-05 02:05:05, flip : NONE, rotate : NONE, batch : 10/6020, Run Time : 0.99
INFO:root:2019-05-05 02:05:05, flip : NONE, rotate : NONE, batch : 11/6020, Run Time : 0.40
INFO:root:2019-05-05 02:05:05, flip : NONE, rotate : NONE, batch : 12/6020, Run Time : 0.41
INFO:root:2019-05-05 02:05:09, flip : NONE, rotate : NONE, batch : 13/6020, Run Time : 3.25
INFO:root:2019-05-05 02:05:09, flip : NONE, rotate : NONE, batch : 14/6020, Run Time : 0.61
INFO:root:2019-05-05 02:05:10, flip : NONE, rotate : NONE, batch : 15/6020, Run Time : 0.38
INFO:root:2019-05-05 02:05:10, flip : NONE, rotate : NONE, batch : 16/6020, Run Time : 0.82
INFO:root:2019-05-05 02:05:12, flip : NONE, rotate : NONE, batch : 17/6020, Run Time : 1.98
INFO:root:2019-05-05 02:05:13, flip : NONE, rotate : NONE, batch : 18/6020, Run Time : 0.42
INFO:root:2019-05-05 02:05:13, flip : NONE, rotate : NONE, batch : 19/6020, Run Time : 0.51
INFO:root:2019-05-05 02:05:16, flip : NONE, rotate : NONE, batch : 20/6020, Run Time : 2.36
INFO:root:2019-05-05 02:05:16, flip : NONE, rotate : NONE, batch : 21/6020, Run Time : 0.50
INFO:root:2019-05-05 02:05:17, flip : NONE, rotate : NONE, batch : 22/6020, Run Time : 0.42
INFO:root:2019-05-05 02:05:18, flip : NONE, rotate : NONE, batch : 23/6020, Run Time : 1.66
INFO:root:2019-05-05 02:05:19, flip : NONE, rotate : NONE, batch : 24/6020, Run Time : 0.47
INFO:root:2019-05-05 02:05:19, flip : NONE, rotate : NONE, batch : 25/6020, Run Time : 0.52
INFO:root:2019-05-05 02:05:22, flip : NONE, rotate : NONE, batch : 26/6020, Run Time : 2.46
INFO:root:2019-05-05 02:05:22, flip : NONE, rotate : NONE, batch : 27/6020, Run Time : 0.41
INFO:root:2019-05-05 02:05:23, flip : NONE, rotate : NONE, batch : 28/6020, Run Time : 0.46
INFO:root:2019-05-05 02:05:23, flip : NONE, rotate : NONE, batch : 29/6020, Run Time : 0.52
INFO:root:2019-05-05 02:05:24, flip : NONE, rotate : NONE, batch : 30/6020, Run Time : 0.69
INFO:root:2019-05-05 02:05:24, flip : NONE, rotate : NONE, batch : 31/6020, Run Time : 0.56
INFO:root:2019-05-05 02:05:25, flip : NONE, rotate : NONE, batch : 32/6020, Run Time : 0.90
INFO:root:2019-05-05 02:05:27, flip : NONE, rotate : NONE, batch : 33/6020, Run Time : 1.29
INFO:root:2019-05-05 02:05:27, flip : NONE, rotate : NONE, batch : 34/6020, Run Time : 0.49
INFO:root:2019-05-05 02:05:28, flip : NONE, rotate : NONE, batch : 35/6020, Run Time : 0.61
INFO:root:2019-05-05 02:05:29, flip : NONE, rotate : NONE, batch : 36/6020, Run Time : 1.68
