INFO:root:2019-05-04 05:01:39, Epoch : 1, Step : 1, Training Loss : 0.81466, Training Acc : 0.378, Run Time : 22.86
INFO:root:2019-05-04 05:01:39, Epoch : 1, Step : 2, Training Loss : 0.78934, Training Acc : 0.383, Run Time : 0.47
INFO:root:2019-05-04 05:01:40, Epoch : 1, Step : 3, Training Loss : 0.74167, Training Acc : 0.389, Run Time : 0.54
INFO:root:2019-05-04 05:01:42, Epoch : 1, Step : 4, Training Loss : 0.68861, Training Acc : 0.500, Run Time : 2.21
INFO:root:2019-05-04 05:01:43, Epoch : 1, Step : 5, Training Loss : 0.61314, Training Acc : 0.706, Run Time : 0.69
INFO:root:2019-05-04 05:01:49, Epoch : 1, Step : 6, Training Loss : 0.61877, Training Acc : 0.661, Run Time : 5.96
INFO:root:2019-05-04 05:01:50, Epoch : 1, Step : 7, Training Loss : 0.56750, Training Acc : 0.689, Run Time : 1.12
INFO:root:2019-05-04 05:01:50, Epoch : 1, Step : 8, Training Loss : 0.65740, Training Acc : 0.672, Run Time : 0.46
INFO:root:2019-05-04 05:01:51, Epoch : 1, Step : 9, Training Loss : 0.60195, Training Acc : 0.689, Run Time : 0.40
INFO:root:2019-05-04 05:01:54, Epoch : 1, Step : 10, Training Loss : 0.46900, Training Acc : 0.583, Run Time : 2.81
wsi/bin/train.py:115: UserWarning: volatile was removed and now has no effect. Use `with torch.no_grad():` instead.
  data_tumor = Variable(data_tumor.cuda(async=True), volatile=True)
wsi/bin/train.py:119: UserWarning: volatile was removed and now has no effect. Use `with torch.no_grad():` instead.
  data_normal = Variable(data_normal.cuda(async=True), volatile=True)
INFO:root:2019-05-04 05:06:06, Epoch : 1, Step : 10, Validation Loss : 0.75155, Validation Acc : 0.439, Run Time : 250.83
INFO:root:2019-05-04 05:06:21, Epoch : 2, Step : 11, Training Loss : 0.74829, Training Acc : 0.622, Run Time : 13.78
INFO:root:2019-05-04 05:06:21, Epoch : 2, Step : 12, Training Loss : 0.80299, Training Acc : 0.617, Run Time : 0.55
INFO:root:2019-05-04 05:06:22, Epoch : 2, Step : 13, Training Loss : 0.64081, Training Acc : 0.650, Run Time : 0.60
INFO:root:2019-05-04 05:06:23, Epoch : 2, Step : 14, Training Loss : 0.69760, Training Acc : 0.672, Run Time : 0.81
INFO:root:2019-05-04 05:06:26, Epoch : 2, Step : 15, Training Loss : 0.69885, Training Acc : 0.678, Run Time : 3.22
INFO:root:2019-05-04 05:06:27, Epoch : 2, Step : 16, Training Loss : 0.60270, Training Acc : 0.683, Run Time : 0.86
INFO:root:2019-05-04 05:06:35, Epoch : 2, Step : 17, Training Loss : 0.58201, Training Acc : 0.689, Run Time : 8.47
INFO:root:2019-05-04 05:06:36, Epoch : 2, Step : 18, Training Loss : 0.51588, Training Acc : 0.672, Run Time : 0.48
INFO:root:2019-05-04 05:06:36, Epoch : 2, Step : 19, Training Loss : 0.55145, Training Acc : 0.689, Run Time : 0.45
INFO:root:2019-05-04 05:06:36, Epoch : 2, Step : 20, Training Loss : 0.44491, Training Acc : 0.583, Run Time : 0.26
INFO:root:2019-05-04 05:10:53, Epoch : 2, Step : 20, Validation Loss : 0.69176, Validation Acc : 0.446, Run Time : 253.91
INFO:root:2019-05-04 05:11:08, Epoch : 3, Step : 21, Training Loss : 0.53788, Training Acc : 0.622, Run Time : 13.19
INFO:root:2019-05-04 05:11:08, Epoch : 3, Step : 22, Training Loss : 0.58637, Training Acc : 0.617, Run Time : 0.56
INFO:root:2019-05-04 05:11:09, Epoch : 3, Step : 23, Training Loss : 0.51961, Training Acc : 0.711, Run Time : 0.38
INFO:root:2019-05-04 05:11:09, Epoch : 3, Step : 24, Training Loss : 0.58042, Training Acc : 0.706, Run Time : 0.76
INFO:root:2019-05-04 05:11:15, Epoch : 3, Step : 25, Training Loss : 0.52448, Training Acc : 0.772, Run Time : 6.00
INFO:root:2019-05-04 05:11:16, Epoch : 3, Step : 26, Training Loss : 0.55256, Training Acc : 0.750, Run Time : 0.73
INFO:root:2019-05-04 05:11:17, Epoch : 3, Step : 27, Training Loss : 0.56939, Training Acc : 0.772, Run Time : 0.73
INFO:root:2019-05-04 05:11:20, Epoch : 3, Step : 28, Training Loss : 0.50111, Training Acc : 0.800, Run Time : 3.73
INFO:root:2019-05-04 05:11:21, Epoch : 3, Step : 29, Training Loss : 0.58068, Training Acc : 0.750, Run Time : 0.45
INFO:root:2019-05-04 05:11:21, Epoch : 3, Step : 30, Training Loss : 0.50044, Training Acc : 0.528, Run Time : 0.37
INFO:root:2019-05-04 05:15:40, Epoch : 3, Step : 30, Validation Loss : 0.62455, Validation Acc : 0.751, Run Time : 257.98
INFO:root:2019-05-04 05:15:54, Epoch : 4, Step : 31, Training Loss : 0.56465, Training Acc : 0.661, Run Time : 12.57
INFO:root:2019-05-04 05:15:54, Epoch : 4, Step : 32, Training Loss : 0.52239, Training Acc : 0.689, Run Time : 0.57
INFO:root:2019-05-04 05:15:55, Epoch : 4, Step : 33, Training Loss : 0.53288, Training Acc : 0.728, Run Time : 0.67
INFO:root:2019-05-04 05:15:55, Epoch : 4, Step : 34, Training Loss : 0.55837, Training Acc : 0.694, Run Time : 0.54
INFO:root:2019-05-04 05:16:02, Epoch : 4, Step : 35, Training Loss : 0.46241, Training Acc : 0.778, Run Time : 6.75
INFO:root:2019-05-04 05:16:03, Epoch : 4, Step : 36, Training Loss : 0.51265, Training Acc : 0.694, Run Time : 0.60
INFO:root:2019-05-04 05:16:06, Epoch : 4, Step : 37, Training Loss : 0.53667, Training Acc : 0.711, Run Time : 3.64
INFO:root:2019-05-04 05:16:07, Epoch : 4, Step : 38, Training Loss : 0.49866, Training Acc : 0.761, Run Time : 0.81
INFO:root:2019-05-04 05:16:08, Epoch : 4, Step : 39, Training Loss : 0.48102, Training Acc : 0.689, Run Time : 0.48
INFO:root:2019-05-04 05:16:09, Epoch : 4, Step : 40, Training Loss : 0.42823, Training Acc : 0.583, Run Time : 0.85
INFO:root:2019-05-04 05:20:27, Epoch : 4, Step : 40, Validation Loss : 0.62101, Validation Acc : 0.671, Run Time : 257.31
INFO:root:2019-05-04 05:20:40, Epoch : 5, Step : 41, Training Loss : 0.51146, Training Acc : 0.661, Run Time : 11.78
INFO:root:2019-05-04 05:20:41, Epoch : 5, Step : 42, Training Loss : 0.52775, Training Acc : 0.644, Run Time : 0.58
