0.99981,119456,43168
0.99867,55584,60512
0.99765,54688,61408
0.99697,56352,61408
0.99581,55072,62176
0.99571,54240,60064
0.98964,56352,60512
0.98907,57248,60960
0.98569,54880,62944
0.97029,56160,62240
0.96078,60320,63008
0.95719,120672,44320
0.94321,53600,60960
0.93505,53792,61920
0.93426,54048,62688
0.92862,103968,74720
0.86519,56672,44384
0.78034,57120,61984
0.77585,118624,42848
0.72214,55456,61344
0.70022,53344,59424
0.68532,112544,38368
0.64837,120672,48800
0.63681,120800,45088
0.62890,107552,3616
0.56724,56096,63072
