0.99922,24480,98912
0.98061,70880,113056
0.97610,66144,127200
0.95788,65824,111008
0.95016,13152,121184
0.93583,33632,95968
0.93532,39584,79968
0.92983,20704,130080
0.92727,64352,160352
0.91599,60320,173472
0.90372,65888,159840
0.90355,29472,65888
0.90347,43104,145952
0.88701,18016,110944
0.88517,64864,159264
0.88192,57440,174176
0.87460,47904,175904
0.84676,69984,112032
0.84010,19936,103904
0.83495,28704,75872
0.83304,31072,62240
0.81940,25312,88288
0.81483,16416,107232
0.81475,47200,129312
0.81394,34080,76128
0.80568,16096,121760
0.79216,70880,111264
0.77708,64736,165216
0.77138,16480,111520
0.77121,27872,94048
0.76929,29536,73120
0.75719,72672,112864
0.75590,17696,106656
0.75256,70624,156064
0.74765,49312,128672
0.73600,65440,161056
0.73348,69664,174560
0.72998,26336,131296
0.71129,61024,171424
0.70043,19552,128544
0.69585,31712,92256
0.69451,44896,142048
0.69175,31008,67296
0.68947,26912,89568
0.68053,23776,90336
0.67859,49440,135904
0.67697,45920,115744
0.67293,47904,132576
0.67045,15776,119776
0.66710,68192,112800
0.65709,25632,86560
0.65578,37152,80928
0.65566,22368,85984
0.64717,29344,93536
0.64553,49568,140768
0.64505,19872,88928
0.64386,16864,88288
0.64349,68512,171936
0.63844,51360,122720
0.63232,29792,91488
0.62512,48032,131296
0.62346,17760,119264
0.62326,69664,112864
0.62272,68448,161312
0.61876,61280,167968
0.61679,72928,103904
0.61678,23776,82976
0.61628,25952,80928
0.61316,53664,129568
0.60738,48288,139872
0.59646,68768,132064
0.59582,72032,113632
0.59265,30496,89248
0.58847,15904,70688
0.58712,47008,135456
0.58642,67872,118304
0.58477,13984,121184
0.57731,59488,166368
0.57602,41952,117216
0.57353,49632,129696
0.57294,49056,139168
0.57273,67680,129440
0.56857,72672,134752
0.56652,32672,133088
0.56176,20896,107424
0.55977,11104,95200
0.55723,16096,104224
0.55231,48160,125152
0.54969,79008,114848
0.54882,47776,133344
0.54869,15776,113760
0.54022,65056,170016
0.53821,21408,89248
0.53591,21536,139424
0.53543,61792,172256
0.52882,16928,108256
0.52840,21536,88416
0.52534,63584,159200
0.52451,52256,172256
0.52317,34400,97824
0.52191,40544,138848
0.51920,45024,116128
0.51813,30496,88416
0.51785,65760,164768
0.51628,19680,87392
0.51466,47328,174944
0.51349,67936,114720
0.51124,29344,84064
0.50684,22944,133856
0.50584,19360,71456
0.50449,30752,93472
0.50164,54048,120544
0.50095,64992,110880
