1.00000,10336,156384
1.00000,17888,162400
1.00000,21920,115296
1.00000,10912,160608
1.00000,27616,121888
1.00000,23776,116768
1.00000,24032,117856
1.00000,9056,152288
1.00000,11936,164640
1.00000,11168,156448
1.00000,19616,175648
1.00000,22240,118304
1.00000,10016,158112
1.00000,12576,165536
1.00000,13536,165408
1.00000,21024,115488
1.00000,38112,186656
1.00000,28384,120544
1.00000,12192,162976
1.00000,12384,166304
1.00000,20640,160736
1.00000,8864,153504
1.00000,11744,105376
1.00000,17504,170720
1.00000,20448,116512
1.00000,10528,106336
1.00000,11296,157664
1.00000,35232,123552
1.00000,39904,183840
1.00000,8352,99552
1.00000,16288,111584
1.00000,21344,117856
1.00000,23584,181728
1.00000,9504,156064
1.00000,11488,103712
1.00000,21792,116320
1.00000,38944,183776
1.00000,39520,125408
1.00000,7584,152672
1.00000,17504,111200
1.00000,7968,150816
1.00000,9248,155232
1.00000,15392,170080
1.00000,16224,170976
1.00000,23520,178656
1.00000,8224,149984
1.00000,18720,113184
1.00000,22688,149088
1.00000,8096,91040
1.00000,21408,180256
1.00000,10016,151456
1.00000,11488,107104
1.00000,42656,184352
1.00000,12256,161312
1.00000,13152,163296
1.00000,14048,168928
1.00000,8992,101024
1.00000,10656,158944
1.00000,23328,118624
1.00000,10528,152288
1.00000,12256,156192
1.00000,17440,169824
1.00000,20192,176864
1.00000,25696,118688
1.00000,43808,126752
1.00000,9440,104672
1.00000,7904,151776
1.00000,12640,108960
1.00000,22304,176480
1.00000,38432,124960
1.00000,10720,104544
1.00000,10912,161632
1.00000,26592,120288
1.00000,7456,99552
1.00000,15008,169248
1.00000,15648,107680
1.00000,16352,168672
1.00000,18656,148256
1.00000,34144,123104
1.00000,45408,183136
1.00000,18080,114848
1.00000,29152,120864
1.00000,34336,123936
1.00000,35872,124960
1.00000,9952,160288
1.00000,16224,167584
1.00000,9376,103072
1.00000,23136,119520
1.00000,28704,117984
1.00000,29856,121632
1.00000,40672,124512
1.00000,16032,109856
1.00000,27360,121056
1.00000,39904,184736
1.00000,45280,127008
0.99999,16544,169696
0.99999,18080,175456
0.99999,25952,151264
0.99999,30432,123744
0.99999,15008,106848
0.99999,15264,111712
0.99999,18336,111712
0.99999,19296,174752
0.99999,40288,125408
0.99999,42400,125792
0.99999,45152,183904
0.99999,20640,178656
0.99999,29280,183840
0.99999,43808,184160
0.99999,14240,162656
0.99999,16160,112608
0.99999,10464,153824
0.99999,18592,170080
0.99999,19104,178144
0.99999,27616,183648
0.99999,56864,114464
0.99999,22816,115168
0.99999,24032,152992
0.99999,30112,183072
0.99999,11104,163616
0.99999,12064,157536
0.99999,12512,106784
0.99999,13152,162144
0.99999,32736,123360
0.99999,17760,155296
0.99999,21408,176416
0.99999,29984,122528
