0.99998,68384,121888
0.99998,64992,119584
0.99998,65568,120800
0.99997,65568,118304
0.99997,62304,120288
0.99997,65760,116320
0.99996,66464,121632
0.99995,63840,121504
0.99994,66336,117344
0.99993,66720,118816
0.99993,64672,112096
0.99991,67552,117856
0.99991,65376,122016
0.99991,66272,119584
0.99989,63840,118944
0.99989,63072,119840
0.99989,67360,120992
0.99986,64224,114720
0.99985,63712,120672
0.99983,64736,120992
0.99983,66464,120352
0.99980,64736,118624
0.99980,62432,121120
0.99976,67616,118880
0.99976,64864,116448
0.99976,67424,119840
0.99976,67488,121824
0.99965,62944,118688
0.99964,62688,122464
0.99960,68704,120992
0.99959,64352,122528
0.99956,64672,111200
0.99953,64864,117280
0.99945,66144,122400
0.99940,69728,119968
0.99929,61920,119264
0.99928,80864,83616
0.99927,64096,119776
0.99926,63776,117984
0.99892,61280,122208
0.99888,65312,122848
0.99820,38688,120992
0.99788,63456,122784
0.99749,62560,117280
0.99713,68000,175648
0.99677,66976,116512
0.99644,80160,164192
0.99591,61472,120928
0.99588,68576,117792
0.99454,61408,120032
0.99392,18976,118304
0.99364,44064,177696
0.99347,77536,99296
0.99342,66592,176096
0.99330,4576,156704
0.99329,29600,165984
0.99244,75168,165088
0.99217,63136,150368
0.99215,69408,118560
0.99206,62112,118432
0.99173,68832,119776
0.99149,22944,168416
0.99066,68576,118752
0.99024,53728,124960
0.99001,66912,122784
0.98969,73120,173536
0.98952,38688,121824
0.98935,81184,163872
0.98892,89568,103968
0.98887,71072,175968
0.98869,6880,163808
0.98809,19936,118112
0.98740,81504,84512
0.98149,78496,81568
0.97745,18848,152672
0.97671,29920,143968
0.97445,25632,168992
0.97401,21792,118944
0.97380,18208,115360
0.97016,34336,130272
0.96677,12320,125856
0.96481,2656,150560
0.96336,19552,114720
0.96274,71840,176224
0.96051,64032,117088
0.96009,18784,142688
0.95994,80736,163040
0.95901,65184,145760
0.95641,36256,151136
0.95524,67744,149088
0.95402,23264,152736
0.95008,39840,121440
0.95003,16480,123424
0.94976,66976,101984
0.94809,82080,162528
0.94461,21792,121888
0.94370,52576,155488
0.94353,72736,100768
0.94265,39776,128352
0.94210,24096,150688
0.94044,33632,157984
0.93843,22176,149024
0.93454,29536,142816
0.93397,76704,98912
0.93370,43296,150432
0.93354,63904,123552
0.93265,21408,150688
0.92957,75744,167840
0.92698,20768,152672
0.92274,41056,156960
0.92113,32096,160608
0.91818,21984,177952
0.91735,21728,146784
0.91650,42720,106528
0.91491,40672,151520
0.91466,43104,166944
0.91393,74080,99552
0.91057,64032,177568
0.90697,16352,141216
0.90438,42976,178912
0.90198,45536,118624
0.90179,34080,131936
0.90040,40992,152288
0.89877,11872,146720
0.89863,42336,158112
0.89813,46624,158944
0.89616,43104,159456
0.89381,3616,156640
0.89284,34656,102880
0.89240,70368,158624
0.89151,83552,100640
0.89123,10208,148576
0.88824,80032,148640
0.88324,48416,156576
0.88162,37344,127136
0.88129,73056,101600
0.88115,63776,112416
0.88028,30624,111328
0.87959,45472,150432
0.87584,36064,121760
0.87504,48480,159584
0.87369,75360,164256
0.87271,77216,107232
0.86983,10976,126496
0.86955,64288,176672
0.86935,16800,119328
0.86755,39392,125856
0.86684,40288,155040
0.86348,47392,112800
0.85853,8928,151392
0.85837,61536,151712
0.85557,52640,126368
0.85530,93920,103200
0.85481,58016,127584
0.85327,45792,153952
0.85311,11424,129760
0.85230,15648,142112
0.85099,72544,103456
0.85072,40864,155936
0.84965,41696,126304
0.84285,65440,175840
0.84220,17184,115744
0.84183,41440,160032
0.84026,20192,151712
0.83826,32864,128160
0.83565,5408,166240
0.83305,71456,162272
0.83232,70432,96224
0.83071,8352,149536
0.82999,24416,154592
0.82994,32480,124064
0.82968,61536,110624
0.82938,16928,122592
0.82857,12512,130656
0.82819,53920,154208
0.82581,51936,122784
0.82216,22176,158368
0.82013,69152,121760
0.81818,56928,102176
0.81791,11680,133344
0.81760,35424,130976
0.81610,54624,178848
0.81500,9824,128736
0.81409,14112,143392
0.81362,26208,152224
0.81327,35936,129632
0.81106,37216,119392
0.80954,51232,156192
0.80872,15456,149088
0.80809,864,157344
0.80637,10208,155232
0.80578,16672,151840
0.80347,18592,148448
0.80327,76000,113376
0.80165,32992,131360
0.80083,18976,150496
0.79889,21344,161120
0.79826,66144,146336
0.79720,28640,138912
0.79659,37728,103648
0.79547,44320,128992
0.79466,21536,117792
0.79215,36128,117856
0.79139,12448,132256
0.79138,11040,128160
0.79011,70368,99616
0.78907,12960,126816
0.78843,12832,134560
0.78696,68960,158560
0.78535,63392,176736
0.78474,36896,133472
0.78305,20384,114464
0.78279,9376,148128
0.78263,41568,97504
0.78056,22944,156832
0.78049,60192,96480
0.78048,72992,153440
0.77570,22688,119072
0.77569,6432,149088
0.77406,74208,174048
0.77405,22944,157920
0.77226,87648,103968
0.77208,57184,128480
0.77177,17568,151968
0.77062,67168,87200
0.76949,31648,161568
0.76853,35936,103200
0.76629,56160,177632
0.76609,32096,131808
0.76468,21344,151712
0.76304,64352,152672
0.75525,74976,100640
0.75257,83872,76704
0.75058,74976,111776
0.74843,78944,165152
0.74704,34144,108448
